AGENT	SALESMAN	PER_ID	TE_ID	CF_COUNT	CS_SUMAGTQTYREC	CS_SUMAGTQTYSOLD	CS_SUMAGTQTYDESTR	CS_SUMAGTQTYCSTORE	CS_SUMAGTQTYSORTING	CS_SUMAGTQTYTRANSIT	CS_SUMAGTQTYFLOOR	CS_SUMAGTQTYRESERVED	LOC	QTY_FLOOR	PRODUCER	GRN_NO	COMMODITY	DATE_RECEIVED	QTY_REC	QTY_SOLD	DRQTY	CSSUM	SSUM	ITSUM	TE_ID_PROD	QTY_RESERVED
R S A MARKET AGENTS	POTGIETER, GEORGE PHILLIP	80399	24	1	23962	10738	0	617	0	0	12607	0	101	40	ZZ2 - WAGENDRIFT	15583279	AVOS,TR040,AF,1,*,14,*	12-AUG-26	40	0	0	0	0	0	8529	0
R S A MARKET AGENTS	POTGIETER, GEORGE PHILLIP	80399	24	1	23962	10738	0	617	0	0	12607	0	101	264	ZZ2 - WAGENDRIFT	15583272	AVOS,TR040,AF,1,*,22,*	12-AUG-26	264	0	0	0	0	0	8529	0
R S A MARKET AGENTS	POTGIETER, GEORGE PHILLIP	80399	24	1	23962	10738	0	617	0	0	12607	0	101	62	POTGIETER BOERDER T/A MACRIDGE/AVORDIGE	15539917	AVOS,TR040,AF,1,*,22,*	18-JUL-26	147	85	0	0	0	0	2513	0
R S A MARKET AGENTS	POTGIETER, GEORGE PHILLIP	80399	24	1	23962	10738	0	617	0	0	12607	0	101	38	ZZ2 - WAGENDRIFT	15583282	AVOS,TR040,AF,1,*,8,*	12-AUG-26	38	0	0	0	0	0	8529	0
R S A MARKET AGENTS	POTGIETER, GEORGE PHILLIP	80399	24	1	23962	10738	0	617	0	0	12607	0	101	151	WESTFALIA MARKETING (PTY)LTD	15569242	AVOS,TR040,AF,2,*,10,*	04-AUG-26	160	9	0	0	0	0	12883	0
R S A MARKET AGENTS	POTGIETER, GEORGE PHILLIP	80399	24	1	23962	10738	0	617	0	0	12607	0	101	51	GOLDI LEGACY	15583497	AVOS,TR040,AH,1,*,22,*	11-AUG-26	51	0	0	0	0	0	264946	0
R S A MARKET AGENTS	POTGIETER, GEORGE PHILLIP	80399	24	1	23962	10738	0	617	0	0	12607	0	101	0	GOLDI LEGACY	15583513	AVOS,TR040,AH,2,*,16,*	11-AUG-26	312	25	0	287	0	0	264946	0
R S A MARKET AGENTS	POTGIETER, GEORGE PHILLIP	80399	24	1	23962	10738	0	617	0	0	12607	0	101	5	GOLDI LEGACY	15583507	AVOS,TR040,AH,2,*,18,*	11-AUG-26	335	0	0	330	0	0	264946	0
R S A MARKET AGENTS	POTGIETER, GEORGE PHILLIP	80399	24	1	23962	10738	0	617	0	0	12607	0	101	172	GOLDI LEGACY	15583503	AVOS,TR040,AH,2,*,20,*	11-AUG-26	172	0	0	0	0	0	264946	0
R S A MARKET AGENTS	POTGIETER, GEORGE PHILLIP	80399	24	1	23962	10738	0	617	0	0	12607	0	101	123	GOLDI LEGACY	15583490	AVOS,TR040,AH,2,*,24,*	11-AUG-26	123	0	0	0	0	0	264946	0
R S A MARKET AGENTS	POTGIETER, GEORGE PHILLIP	80399	24	1	23962	10738	0	617	0	0	12607	0	101	12	CONLINK TRUST	15531443	AVOS,TR040,AK,1,*,20,*	13-JUL-26	1056	1044	0	0	0	0	10080	0
R S A MARKET AGENTS	POTGIETER, GEORGE PHILLIP	80399	24	1	23962	10738	0	617	0	0	12607	0	101	390	SAMPADA AGRI (PTY) LTD	15578615	BERS,PTB025,*,0,*,16,*	07-AUG-26	390	0	0	0	0	0	152620	0
R S A MARKET AGENTS	POTGIETER, GEORGE PHILLIP	80399	24	1	23962	10738	0	617	0	0	12607	0	101	77	SAMPADA AGRI (PTY) LTD	15571540	BERS,PTB025,*,0,*,16,*	04-AUG-26	312	235	0	0	0	0	152620	0
R S A MARKET AGENTS	POTGIETER, GEORGE PHILLIP	80399	24	1	23962	10738	0	617	0	0	12607	0	101	234	SAMPADA AGRI (PTY) LTD	15585798	BERS,PTB025,*,0,*,16,*	12-AUG-26	234	0	0	0	0	0	152620	0
R S A MARKET AGENTS	POTGIETER, GEORGE PHILLIP	80399	24	1	23962	10738	0	617	0	0	12607	0	101	16	MILLHART FARMING ENT CC	15567225	BERS,PTB025,*,0,*,16,*	02-AUG-26	75	59	0	0	0	0	60784	0
R S A MARKET AGENTS	POTGIETER, GEORGE PHILLIP	80399	24	1	23962	10738	0	617	0	0	12607	0	101	143	MILLHART FARMING ENT CC	15581296	BERS,PTB025,*,0,*,20,*	10-AUG-26	150	7	0	0	0	0	60784	0
R S A MARKET AGENTS	POTGIETER, GEORGE PHILLIP	80399	24	1	23962	10738	0	617	0	0	12607	0	101	162	ENDULINI FRUIT (PTY) LTD	15455331	CLTM,CO100,*,1,1XXX,*,*	29-MAY-26	520	358	0	0	0	0	160675	0
R S A MARKET AGENTS	POTGIETER, GEORGE PHILLIP	80399	24	1	23962	10738	0	617	0	0	12607	0	101	72	SRCC MARKETING (PTY) LTD	15483836	LEMS,CTT150,*,1,*,48,*	14-JUN-26	80	8	0	0	0	0	57809	0
R S A MARKET AGENTS	POTGIETER, GEORGE PHILLIP	80399	24	1	23962	10738	0	617	0	0	12607	0	101	68	SUNDAYS RIVER CITRUS CO (PTY) LTD	15483632	LEMS,CTT150,*,1,*,56,*	14-JUN-26	80	12	0	0	0	0	10253	0
R S A MARKET AGENTS	POTGIETER, GEORGE PHILLIP	80399	24	1	23962	10738	0	617	0	0	12607	0	101	316	ENDULINI FRUIT (PTY) LTD	15567284	LEMS,CTT150,*,1,*,56,*	02-AUG-26	400	84	0	0	0	0	160675	0
R S A MARKET AGENTS	POTGIETER, GEORGE PHILLIP	80399	24	1	23962	10738	0	617	0	0	12607	0	101	271	SRCC MARKETING (PTY) LTD	15483841	LEMS,CTT150,*,1,*,56,*	14-JUN-26	400	129	0	0	0	0	57809	0
R S A MARKET AGENTS	POTGIETER, GEORGE PHILLIP	80399	24	1	23962	10738	0	617	0	0	12607	0	101	76	ENDULINI FRUIT (PTY) LTD	15528953	LEMS,CTT150,*,12,*,113,*	13-JUL-26	80	4	0	0	0	0	160675	0
R S A MARKET AGENTS	POTGIETER, GEORGE PHILLIP	80399	24	1	23962	10738	0	617	0	0	12607	0	101	78	ENDULINI FRUIT (PTY) LTD	15528954	LEMS,CTT150,*,12,*,138,*	13-JUL-26	240	162	0	0	0	0	160675	0
R S A MARKET AGENTS	POTGIETER, GEORGE PHILLIP	80399	24	1	23962	10738	0	617	0	0	12607	0	101	84	SUNDAYS RIVER CITRUS CO (PTY) LTD	15483654	LEMS,CTT150,*,12,*,75,*	14-JUN-26	160	76	0	0	0	0	10253	0
R S A MARKET AGENTS	POTGIETER, GEORGE PHILLIP	80399	24	1	23962	10738	0	617	0	0	12607	0	101	80	ENDULINI FRUIT (PTY) LTD	15528962	LEMS,CTT150,*,12,*,88,*	13-JUL-26	160	80	0	0	0	0	160675	0
R S A MARKET AGENTS	POTGIETER, GEORGE PHILLIP	80399	24	1	23962	10738	0	617	0	0	12607	0	101	240	ENDULINI FRUIT (PTY) LTD	15535536	LEMS,CTT150,*,2,*,100,*	15-JUL-26	240	0	0	0	0	0	160675	0
R S A MARKET AGENTS	POTGIETER, GEORGE PHILLIP	80399	24	1	23962	10738	0	617	0	0	12607	0	101	550	SRCC MARKETING (PTY) LTD	15491914	LEMS,CTT150,*,2,*,48,*	19-JUN-26	560	10	0	0	0	0	57809	0
R S A MARKET AGENTS	POTGIETER, GEORGE PHILLIP	80399	24	1	23962	10738	0	617	0	0	12607	0	101	586	SRCC MARKETING (PTY) LTD	15455290	LEMS,CTT150,*,2,*,48,*	29-MAY-26	720	134	0	0	0	0	57809	0
R S A MARKET AGENTS	POTGIETER, GEORGE PHILLIP	80399	24	1	23962	10738	0	617	0	0	12607	0	101	65	SRCC MARKETING (PTY) LTD	15483854	LEMS,CTT150,*,2,*,56,*	14-JUN-26	80	15	0	0	0	0	57809	0
R S A MARKET AGENTS	POTGIETER, GEORGE PHILLIP	80399	24	1	23962	10738	0	617	0	0	12607	0	101	730	FRAAIUITZICHT BELEGGINGS (PTY) LTD	15549266	LEMS,PC010,*,1,*,*,*	23-JUL-26	730	0	0	0	0	0	123971	0
R S A MARKET AGENTS	POTGIETER, GEORGE PHILLIP	80399	24	1	23962	10738	0	617	0	0	12607	0	101	662	FRAAIUITZICHT BELEGGINGS (PTY) LTD	15511323	LEMS,PC020,*,0,*,*,*	02-JUL-26	662	0	0	0	0	0	123971	0
R S A MARKET AGENTS	POTGIETER, GEORGE PHILLIP	80399	24	1	23962	10738	0	617	0	0	12607	0	101	291	FRAAIUITZICHT BELEGGINGS (PTY) LTD	15511336	LEMS,PC020,*,0,*,*,*	02-JUL-26	292	1	0	0	0	0	123971	0
R S A MARKET AGENTS	POTGIETER, GEORGE PHILLIP	80399	24	1	23962	10738	0	617	0	0	12607	0	101	895	FRAAIUITZICHT BELEGGINGS (PTY) LTD	15549267	LEMS,PC020,*,0,*,*,*	23-JUL-26	896	1	0	0	0	0	123971	0
R S A MARKET AGENTS	POTGIETER, GEORGE PHILLIP	80399	24	1	23962	10738	0	617	0	0	12607	0	101	164	FRAAIUITZICHT BELEGGINGS (PTY) LTD	15549269	LEMS,PC030,*,0,*,*,*	23-JUL-26	168	4	0	0	0	0	123971	0
R S A MARKET AGENTS	POTGIETER, GEORGE PHILLIP	80399	24	1	23962	10738	0	617	0	0	12607	0	101	268	FRAAIUITZICHT BELEGGINGS (PTY) LTD	15511331	LEMS,PC030,*,0,*,*,*	02-JUL-26	288	20	0	0	0	0	123971	0
R S A MARKET AGENTS	POTGIETER, GEORGE PHILLIP	80399	24	1	23962	10738	0	617	0	0	12607	0	101	504	BLYDEVALLEI SITRUS (PTY) LTD	15461961	NAAR,CO100,HM,1,3X,*,*	02-JUN-26	2080	1576	0	0	0	0	8305	0
R S A MARKET AGENTS	POTGIETER, GEORGE PHILLIP	80399	24	1	23962	10738	0	617	0	0	12607	0	101	140	DELTA FRESH PRODUCE S A (PTY) LTD	15448009	NAAR,CO100,LR,1,1XXX,*,*	26-MAY-26	1056	916	0	0	0	0	277966	0
R S A MARKET AGENTS	POTGIETER, GEORGE PHILLIP	80399	24	1	23962	10738	0	617	0	0	12607	0	101	183	ENDULINI FRUIT (PTY) LTD	15561238	NAAR,CO100,NV,1,2,*,*	29-JUL-26	208	25	0	0	0	0	160675	0
R S A MARKET AGENTS	POTGIETER, GEORGE PHILLIP	80399	24	1	23962	10738	0	617	0	0	12607	0	101	45	MEL CITY FRUIT & VEG	15565760	NAAR,EC020,NAR,1,*,16,*	01-AUG-26	400	355	0	0	0	0	269940	0
R S A MARKET AGENTS	POTGIETER, GEORGE PHILLIP	80399	24	1	23962	10738	0	617	0	0	12607	0	101	109	ENDULINI FRUIT (PTY) LTD	15535539	NOVA,CO150,*,1,1XXX,*,*	15-JUL-26	195	86	0	0	0	0	160675	0
R S A MARKET AGENTS	POTGIETER, GEORGE PHILLIP	80399	24	1	23962	10738	0	617	0	0	12607	0	101	24	SRCC MARKETING (PTY) LTD	15483760	NOVA,DL076,*,1,1,*,*	14-JUN-26	338	314	0	0	0	0	57809	0
R S A MARKET AGENTS	POTGIETER, GEORGE PHILLIP	80399	24	1	23962	10738	0	617	0	0	12607	0	101	1	SRCC MARKETING (PTY) LTD	15483754	NOVA,DL076,*,1,1XX,*,*	14-JUN-26	223	222	0	0	0	0	57809	0
R S A MARKET AGENTS	POTGIETER, GEORGE PHILLIP	80399	24	1	23962	10738	0	617	0	0	12607	0	101	102	SRCC MARKETING (PTY) LTD	15483766	NOVA,DL076,*,1,1XX,*,*	14-JUN-26	618	516	0	0	0	0	57809	0
R S A MARKET AGENTS	POTGIETER, GEORGE PHILLIP	80399	24	1	23962	10738	0	617	0	0	12607	0	101	4	SRCC MARKETING (PTY) LTD	15483757	NOVA,DL076,*,1,1XXX,*,*	14-JUN-26	390	386	0	0	0	0	57809	0
R S A MARKET AGENTS	POTGIETER, GEORGE PHILLIP	80399	24	1	23962	10738	0	617	0	0	12607	0	101	1300	BLYDEVALLEI SITRUS (PTY) LTD	15585959	ORGS,CO150,MN,1,*,50,*	12-AUG-26	1300	0	0	0	0	0	8305	0
R S A MARKET AGENTS	POTGIETER, GEORGE PHILLIP	80399	24	1	23962	10738	0	617	0	0	12607	0	101	390	BLYDEVALLEI SITRUS (PTY) LTD	15585964	ORGS,CO150,MN,1,*,55,*	12-AUG-26	390	0	0	0	0	0	8305	0
R S A MARKET AGENTS	POTGIETER, GEORGE PHILLIP	80399	24	1	23962	10738	0	617	0	0	12607	0	101	29	ENDULINI FRUIT (PTY) LTD	15561344	ORGS,CTT150,NV,1,*,48,*	29-JUL-26	29	0	0	0	0	0	160675	0
R S A MARKET AGENTS	POTGIETER, GEORGE PHILLIP	80399	24	1	23962	10738	0	617	0	0	12607	0	101	34	ENDULINI FRUIT (PTY) LTD	15561339	ORGS,CTT150,NV,1,*,56,*	29-JUL-26	34	0	0	0	0	0	160675	0
R S A MARKET AGENTS	POTGIETER, GEORGE PHILLIP	80399	24	1	23962	10738	0	617	0	0	12607	0	101	17	ENDULINI FRUIT (PTY) LTD	15561335	ORGS,CTT150,NV,1,*,64,*	29-JUL-26	17	0	0	0	0	0	160675	0
R S A MARKET AGENTS	POTGIETER, GEORGE PHILLIP	80399	24	1	23962	10738	0	617	0	0	12607	0	101	341	ENDULINI FRUIT (PTY) LTD	15558807	ORGS,PC060,NV,2,L,*,*	28-JUL-26	1890	1549	0	0	0	0	160675	0
R S A MARKET AGENTS	POTGIETER, GEORGE PHILLIP	80399	24	1	23962	10738	0	617	0	0	12607	0	101	19	FRAAIUITZICHT BELEGGINGS (PTY) LTD	15548519	ORGS,PC070,VA,2,L,*,*	22-JUL-26	420	401	0	0	0	0	123971	0
R S A MARKET AGENTS	POTGIETER, GEORGE PHILLIP	80399	24	1	23962	10738	0	617	0	0	12607	0	101	1	FRAAIUITZICHT BELEGGINGS (PTY) LTD	15548523	ORGS,PC070,VA,2,S,*,*	22-JUL-26	252	251	0	0	0	0	123971	0
R S A MARKET AGENTS	POTGIETER, GEORGE PHILLIP	80399	24	1	23962	10738	0	617	0	0	12607	0	101	20	FRAAIUITZICHT BELEGGINGS (PTY) LTD	15548532	ORGS,PC070,VA,2,XL,*,*	22-JUL-26	252	232	0	0	0	0	123971	0
R S A MARKET AGENTS	POTGIETER, GEORGE PHILLIP	80399	24	1	23962	10738	0	617	0	0	12607	0	101	866	ENDULINI FRUIT (PTY) LTD	15558842	ORGS,PC100,NV,2,XL,*,*	28-JUL-26	1360	494	0	0	0	0	160675	0
CS_SUMCOUNT	CF_NOSMAN
1	
